source,target,tgt_lng
راعي,星靈牧者,zh-TW
راموس,拉姆斯,zh-TW
رامي,狙擊專家,zh-TW
رحالة,星際旅人,zh-TW
رقص الفضاء,太空律動,zh-TW
رمح شوجين,精進之矛,zh-TW
رمز الدرع الخفيف,光盾之紋,zh-TW
رمية الحظ,鴻運當頭,zh-TW
روح الافتداء,靈魂救贖,zh-TW
رياح المال الموسمية,天外橫財,zh-TW
ريفت سكاتلر,河蟹,zh-TW
ريفين,雷玟,zh-TW
ريكساي,雷珂煞,zh-TW
زايا,剎雅,zh-TW
زوي,柔依,zh-TW
زيادة القوة في نهاية المباراة,大器晚成,zh-TW
زيد,劫,zh-TW
زيد الغازي,影忍煞星：劫,zh-TW
ستار السكون,寂靜法衣,zh-TW
سكين سلاح الهيكستيك,海克斯科技槍刃,zh-TW
سلفة قرض,進階貸款,zh-TW
سميرة,煞蜜拉,zh-TW
سن ناشور,納什之牙,zh-TW
سونا,索娜,zh-TW
سيدة الأسلحة,重槍女武神,zh-TW
سيدة الظلام,闇翼魔女,zh-TW
شارة أنيما,百獸特攻隊徽章,zh-TW
شارة الحصن,堡壘衛士徽章,zh-TW
شارة الراعي,星靈牧者徽章,zh-TW
شارة الرامي,狙擊專家徽章,zh-TW
شارة الرحالة,星際旅人徽章,zh-TW
شارة الطليعي,先鋒戰士徽章,zh-TW
شارة القاضي,仲裁者徽章,zh-TW
شارة القوى الذهنية,靈能使徽章,zh-TW
شارة المارق,神影刺客徽章,zh-TW
شارة المتحدّي,極速快手徽章,zh-TW
شارة المحدق بالنجوم,占星師徽章,zh-TW
شارة المشاجر,武鬥家徽章,zh-TW
شارة المغير,劫掠者徽章,zh-TW
شارة النجم المظلم,幽冥煞星徽章,zh-TW
شارة برايمورديان,遠古霸者徽章,zh-TW
شارة رقص الفضاء,太空律動徽章,zh-TW
شارة صديق الميب,米普星人徽章,zh-TW
شارة كاسر الزمن,時間破壞者徽章,zh-TW
شارة نوفا,超新星徽章,zh-TW
شبه الناقل,半導體,zh-TW
شجرة الخواص,特性神木,zh-TW
شرف أمير الحرب,戰國軍閥之榮耀,zh-TW
شريحة التعاطف,共感植入,zh-TW
شق الدرب,殺出血路,zh-TW
شين,慎,zh-TW
صانع السيوف,劍匠,zh-TW
صانع القصبات,杖匠,zh-TW
صبر إيكو,艾克的耐心,zh-TW
صحوة الروح,魂力覺醒,zh-TW
صدى الشفاء,治癒回音,zh-TW
صديق الميب,米普星人,zh-TW
صناعة صديق,鑄造朋友,zh-TW
صندوق التحوط,避險基金,zh-TW
صولجان الفويد,虛空之杖,zh-TW
صولجان مصاصي الدماء الفاسد,詛咒吸血鬼權杖,zh-TW
صياد المجرة,銀河獵手,zh-TW
صيد الكنوز,尋寶遊戲,zh-TW
طراخ!,一棒入魂！,zh-TW
طريق الحرب,刃馬合一,zh-TW
طليعي,先鋒戰士,zh-TW
عاصفة لودن,盧登驟雨,zh-TW
عبء التاج ثقيل,沉重王冠,zh-TW
عباءة الليل,夜色緣界,zh-TW
عباءة النيغاترون,負極斗篷,zh-TW
عجلة الميب السريعة,米普終端速度,zh-TW
عراف,神諭,zh-TW
عزم العملاق,泰坦的決意,zh-TW
عصا سيرافيم,熾天使之杖,zh-TW
عصا كبير الحُماة,大天使之杖,zh-TW
عصابة اللصوص,神偷軍團,zh-TW
عصابة اللصوص II,神偷軍團 II,zh-TW
عصير القبعة,帽帽果汁,zh-TW
عفونة الموتى,巫妖之禍,zh-TW
عملية السطو على المكونات,組件強盜,zh-TW
عناصر باندورا,潘朵拉的道具,zh-TW
عناق جماعي,大家來抱抱,zh-TW
عهد الفارس,騎士誓願,zh-TW
غراغاس,古拉格斯,zh-TW
غرايفز,葛雷夫,zh-TW
غريزة إيفلين,伊芙琳的本能,zh-TW
غنار,吶兒,zh-TW
غولم,魔像,zh-TW
غوين,關,zh-TW
فأس نيران الجحيم,獄火手斧,zh-TW
فانوس ثريش,瑟雷西的燈籠,zh-TW
فجر سيلفرمير,銀織黎明,zh-TW
فضيلة الشهيد,烈士美德,zh-TW
فورة الكراكن,海妖之怒,zh-TW
فورة تسوق,買不手軟,zh-TW
في الاتحاد قوة,並肩作戰,zh-TW
فيز,飛斯,zh-TW
فيشبونز,惡鯊火箭,zh-TW
فيغار,維迦,zh-TW
فيكتور,維克特,zh-TW
فيكس,薇可絲,zh-TW
فيورا,菲歐拉,zh-TW
قائد أنيما,百獸指揮官,zh-TW
قاتل العمالقة,巨人殺手,zh-TW
قاتل لا يميز بين ضحاياه,無差別屠殺,zh-TW
قاضي,仲裁者,zh-TW
قبعات أشد فتكًا,致死之帽,zh-TW
قبعة موت رابادون,死亡之帽,zh-TW
قربان الدم,血祭,zh-TW
قصبة عريضة بلا داع,巨型魔棒,zh-TW
قطاع التجارة,交易之星,zh-TW
قفاز التدريب,格鬥手套,zh-TW
قفاز الحظ,好運手套,zh-TW
قفاز الفويد,虛空武鬥場,zh-TW
قفاز اللص,竊賊手套,zh-TW
قفاز ستيراك,史特拉克手套,zh-TW
قلادة التنشيط,支配寶匣,zh-TW
قلادة سولاري الحديدي,日輪的加冕,zh-TW
قلنسوة المخطِط,棋手披風,zh-TW
قلنسوة لهب الشمس,日炎斗篷,zh-TW
قوة محسَّنة,增幅之力,zh-TW
قوسي في خدمتك,吾弓效命於您,zh-TW
قوى ذهنية,靈能使,zh-TW
قيمة مزدوجة,價值爆棚,zh-TW
كأس القوة,力量聖杯,zh-TW
كارما,卡瑪,zh-TW
كاسر الزمن,時間破壞者,zh-TW
كاهوناهونا,真派氣功,zh-TW
كايتلين,凱特琳,zh-TW
كايسا,凱莎,zh-TW
كوركي,庫奇,zh-TW
كيس الهدايا البطولي,英雄禮包,zh-TW
كيس هدايا أورف,阿福大禮包,zh-TW
كيس هدايا العناصر,道具組合包I,zh-TW
كيس هدايا صغير,小型禮包,zh-TW
كيس هدايا كبير,大禮包,zh-TW
كيندريد,鏡爪,zh-TW
لا تغيير ولا استطلاع,不偵察不換陣容,zh-TW
لم شمل عيد الميلاد,生日團聚,zh-TW
لمحة من الحياة,循序漸進,zh-TW
لوبلانك,勒布朗,zh-TW
لوح لهيب الشمس,日炎燎原,zh-TW
لولو,露璐,zh-TW
ليساندرا,麗珊卓,zh-TW
ليونا,雷歐娜,zh-TW
مارق,神影刺客,zh-TW
ماستر يي,易大師,zh-TW
ماوكاي,茂凱,zh-TW
مباركة السماء,神寵者,zh-TW
متحدي,極速快手,zh-TW
متراس,星界壁壘,zh-TW
متوالية نجمية,星光連鎖,zh-TW
مجلد الخواص,特性典籍,zh-TW
مجند جديد,招兵買馬,zh-TW
محترف الحفلات,派對咖,zh-TW
محظوظ,鴻運當頭,zh-TW
محفز أزرق,藍Buff,zh-TW
مخلب التنين,龍之爪,zh-TW
مخلب المتصيد,潛行者之爪,zh-TW
مدفع النار السريع,衝擊火炮,zh-TW
مدفع من زجاج,玻璃大砲I,zh-TW
مستنسخ,復刻師,zh-TW
مسرِّع الساعة,發條加速器,zh-TW
مشاجر,武鬥家,zh-TW
مشاركة تألق ياسو,犽宿之共享光采,zh-TW
مصروف الغداء,午餐錢,zh-TW
مصفوفة البرمجيات الخبيثة,惡意程式矩陣,zh-TW
مصنوعٌ من القوة,力量鍛造,zh-TW
مصهر التمجيد,神聖熔爐,zh-TW
مطبخ المخطِط,棋手廚房,zh-TW
معجزة سوراكا,索拉卡的奇蹟,zh-TW
مغير,劫掠者,zh-TW
مفاجآت الحظ,預料中的意外,zh-TW
مقابل أي ثمن,不惜代價,zh-TW
مقاتل الجوائز,拳擊選手,zh-TW
مقلاة,平底鍋,zh-TW
ملعقة مسطحة,鍋鏟,zh-TW
مناورة أورف,阿福奇兵,zh-TW
منظار رصد الهدف,目標鎖定光學,zh-TW
مهارة مبارزة ياسو,犽宿的迅雷之技,zh-TW
مورديكايزر,魔鬥凱薩,zh-TW
مورغانا,魔甘娜,zh-TW
موريلونوميكون,黑魔禁書,zh-TW
ميبسي,小米普,zh-TW
ميس فورتشن,好運姐,zh-TW
ميكا,機械戰甲,zh-TW
ميليو,米里歐,zh-TW
ناسوس,納瑟斯,zh-TW
نافع لشيء ما,死得有價值I,zh-TW
نامي,娜米,zh-TW
نتماسك معًا,攜手同行,zh-TW
نذر الحامي,保衛者之誓,zh-TW
نذير زيكي,錫柯的號角,zh-TW
نذير زيكي الكئيب,錫柯的悲鳴號角,zh-TW
نساج المصير,命運編織者,zh-TW
نصال أشد فتكًا,更致命之刃,zh-TW
نصل الموت,死神之刃,zh-TW
نصل غضب غينسو,鬼索的狂暴之刃,zh-TW
نقل الشحنة,電荷轉移,zh-TW
نوفا,超新星,zh-TW
نونو وويلامب,努努和威朗普,zh-TW
هالة آري,阿璃的靈氣,zh-TW
هبة آري,阿璃的祝福,zh-TW
هبة أوريليون سول,翱銳龍獸的祝福,zh-TW
هبة إيفلين,伊芙琳的祝福,zh-TW
هبة إيكو,艾克的祝福,zh-TW
هبة الإنعاش,復活祝福,zh-TW
هبة تجميع الخردة,女武神的祝福,zh-TW
هبة ثريش,瑟雷西的祝福,zh-TW
هبة سوراكا,索拉卡的祝福,zh-TW
هبة فاروس,法洛士的祝福,zh-TW
هبة كايل,凱爾的祝福,zh-TW
هبة ياسو,犽宿的祝福,zh-TW
هدية عيد الميلاد,生日禮物,zh-TW
هراوة المهاجم,打手連枷,zh-TW
هوس فاروس,法洛士的執念,zh-TW
واحد واثنان وثلاثة,一二三,zh-TW
واحد، اثنان، خمسة!,一、二、五！,zh-TW
واقي ذراع المطارد,探索者護腕,zh-TW
وجه الروح,振奮盔甲,zh-TW
وضع المتحدية,極速快手模式,zh-TW
وضع المستنسِخة,復刻師模式,zh-TW
وضع الوسيط,降靈師模式,zh-TW
وكر البارون,巴龍巢穴,zh-TW
يأسٌ بلا نهاية,無盡絕望,zh-TW
يد العدالة,正義手套,zh-TW
เลือกคุณสมบัติ,選擇特性,zh-TW
Ấn Bắn Tỉa,狙擊專家徽章,zh-TW
Ấn Can Trường,堡壘衛士徽章,zh-TW
Ấn Chiêm Tinh,占星師徽章,zh-TW
Ấn Du Mục,星靈牧者徽章,zh-TW
Ấn Hành Tinh,太空律動徽章,zh-TW
Ấn Hắc Tinh,幽冥煞星徽章,zh-TW
Ấn N.O.V.A.,超新星徽章,zh-TW
Ấn Siêu Linh,靈能使徽章,zh-TW
Ấn Siêu Thú,百獸特攻隊徽章,zh-TW
Ấn Thách Đấu,極速快手徽章,zh-TW
Ấn Thần Phán,仲裁者徽章,zh-TW
Ấn Thời Không,時間破壞者徽章,zh-TW
Ấn Tinh Linh Chuông,米普星人徽章,zh-TW
Ấn Tiên Phong,先鋒戰士徽章,zh-TW
Ấn Toán Cướp,劫掠者徽章,zh-TW
Ấn Tộc Thượng Cổ,遠古霸者徽章,zh-TW
Ấn Viễn Chinh,星際旅人徽章,zh-TW
Ấn Vô Pháp,神影刺客徽章,zh-TW
Ấn Đấu Sĩ,武鬥家徽章,zh-TW
いつでも一緒,攜手同行,zh-TW
お得な2,價值爆棚,zh-TW
ここがセンター,中堅自強,zh-TW
ちょっとだけ魔法のダイス,一點點重抽魔法,zh-TW
はしごを登れ,攀升之階I,zh-TW
へら,鍋鏟,zh-TW
みんなでハグ,大家來抱抱,zh-TW
もっと小さな巨人,迷你小英雄,zh-TW
もっと怖いキャップ,致死之帽,zh-TW
アイオニック スパーク,離子星火,zh-TW
アイテム福袋,道具組合包I,zh-TW
アカリ,阿卡莉,zh-TW
アセンション,飛昇,zh-TW
アダプティブ ヘルム,適性神盔,zh-TW
アニマ,百獸,zh-TW
アニマの紋章,百獸特攻隊徽章,zh-TW
アニマ司令官,百獸指揮官,zh-TW
アークエンジェル スタッフ,大天使之杖,zh-TW
アーゴット,烏爾加特,zh-TW
アービター,仲裁者,zh-TW
アービターの紋章,仲裁者徽章,zh-TW
アーフの福袋,阿福大禮包,zh-TW
アーフの策略,阿福奇兵,zh-TW
アーリのオーラ,阿璃的靈氣,zh-TW
アーリの恩恵,阿璃的祝福,zh-TW
イブリンの恩恵,伊芙琳的祝福,zh-TW
イブリンの直感,伊芙琳的本能,zh-TW
イラオイ,伊羅旖,zh-TW
インフィニティ エッジ,無盡之刃,zh-TW
インフィニティの守護,無限守護,zh-TW
イーブンシュラウド,均等法衣,zh-TW
ウィッツ エンド,智慧末刃,zh-TW
ウォーロードの名誉,戰國軍閥之榮耀,zh-TW
エイトロックス,厄薩斯,zh-TW
エクスペディション,遠征,zh-TW
エグザイル,流亡孤軍,zh-TW
エコーの忍耐,艾克的耐心,zh-TW
エコーの恩恵,艾克的祝福,zh-TW
エズリアル,伊澤瑞爾,zh-TW
エピックなロールダウン,史詩重抽,zh-TW
エポック,紀元,zh-TW
オレリオン・ソル,翱銳龍獸,zh-TW
オレリオン・ソルの恩恵,翱銳龍獸的祝福,zh-TW
オーグメントパワー,增幅之力,zh-TW
オーラ育成中,營造氣場,zh-TW
オーロラ,歐羅拉,zh-TW
オーン,鄂爾,zh-TW
カイ＝サ,凱莎,zh-TW
カナとカネ,鋼鐵素材,zh-TW
カフナフナ,真派氣功,zh-TW
カルマ,卡瑪,zh-TW
カースドのクラウン,詛咒之冠,zh-TW
ガーゴイル ストーンプレート,石像鬼磐核,zh-TW
キックスタート,加速開始,zh-TW
キンドレッド,鏡爪,zh-TW
ギャラクシー ハンター,銀河獵手,zh-TW
クイックシルバー,水銀兜帽,zh-TW
クラウンガード,皇冠守衛,zh-TW
クラーケンの怒り,海妖之怒,zh-TW
クリティカル サクセス,究極暴擊,zh-TW
グインソー レイジブレード,鬼索的狂暴之刃,zh-TW
グウェン,關,zh-TW
グラガス,古拉格斯,zh-TW
グラスキャノン,玻璃大砲I,zh-TW
グレイブス,葛雷夫,zh-TW
ケイトリン,凱特琳,zh-TW
ケイルの天昇,凱爾的讚頌,zh-TW
ケイルの恩恵,凱爾的祝福,zh-TW
ケイルの暁光の天昇,凱爾的聖光讚頌,zh-TW
コグニティブ オーバーロード,認知超載,zh-TW
コグニティブ タックス,智商稅,zh-TW
コマンダー,指揮官,zh-TW
コマース コア,貿易核心,zh-TW
コンジット,降靈師,zh-TW
コンジットモード,降靈師模式,zh-TW
コンパニオン作成,打造夥伴,zh-TW
コーキ,庫奇,zh-TW
ゴーレム,魔像,zh-TW
サイオニック,靈能使,zh-TW
サイオニックの紋章,靈能使徽章,zh-TW
サイズが大事,大小很重要,zh-TW
サイバネティック アップリンク,模控機械上鏈,zh-TW
サイバネティック インプラント,模控機械移植,zh-TW
サバイバー,生存專家,zh-TW
サブスクリプション,訂閱服務,zh-TW
サミーラ,煞蜜拉,zh-TW
サンファイア ケープ,日炎斗篷,zh-TW
サンファイア ボード,日炎燎原,zh-TW
ザヤ,剎雅,zh-TW
ザ・タワー,防禦高塔,zh-TW
シェン,慎,zh-TW
シマースケールのエッセンス,微光龍鱗精粹,zh-TW
ショウジンの矛,精進之矛,zh-TW
シルバーミアの夜明け,銀織黎明,zh-TW
シーカー アームガード,探索者護腕,zh-TW
ジャイアント スレイヤー,巨人殺手,zh-TW
ジャイアント ベルト,巨人腰帶,zh-TW
ジャイアント&マイティ,巨大強悍,zh-TW
ジャストヒット,嘟嘟好,zh-TW
ジャックス,賈克斯,zh-TW
ジュエル ガントレット,寶石手套,zh-TW
ジュエル ロータス,珠光蓮花II,zh-TW
ジン,燼,zh-TW
ジンクス,吉茵珂絲,zh-TW
ジークの使者,錫柯的號角,zh-TW
ジ＝ロット ポータル,虛空之門,zh-TW
スクラッパーの恩恵,女武神的祝福,zh-TW
スタティック シヴ,史提克彈簧刀,zh-TW
ステラコンボ,星光連鎖,zh-TW
ステラックの篭手,史特拉克手套,zh-TW
ステータスマシマシ,能力值大補包,zh-TW
ストライカー フレイル,打手連枷,zh-TW
スナイパー,狙擊專家,zh-TW
スナイパーの紋章,狙擊專家徽章,zh-TW
スパーリング グローブ,格鬥手套,zh-TW
スピリット ビサージュ,振奮盔甲,zh-TW
スペクトラル カトラス,鬼使彎刀,zh-TW
スペースグルーヴ,太空律動,zh-TW
スペースグルーヴの紋章,太空律動徽章,zh-TW
スレッシュのランタン,瑟雷西的燈籠,zh-TW
スレッシュの恩恵,瑟雷西的祝福,zh-TW
セラフィムの杖,熾天使之杖,zh-TW
ゼド,劫,zh-TW
ゼファー,西風匕首,zh-TW
ソウルの目覚め,魂力覺醒,zh-TW
ソナ,索娜,zh-TW
ソラカの奇跡,索拉卡的奇蹟,zh-TW
ソラカの恩恵,索拉卡的祝福,zh-TW
ソラリのロケット,日輪的加冕,zh-TW
ソード オーバーフロー,刀劍湧流,zh-TW
ゾーイ,柔依,zh-TW
タイタン ハイドラ,泰坦九頭蛇,zh-TW
タイムブレーカー,時間破壞者,zh-TW
タイムブレーカーの紋章,時間破壞者徽章,zh-TW
タクティシャンのケープ,棋手披風,zh-TW
タクティシャンの台所,棋手廚房,zh-TW
タクティシャンの王冠,棋手皇冠,zh-TW
タクティシャンの盾,棋手之盾,zh-TW
タム・ケンチ,貪啃奇,zh-TW
タロン,塔隆,zh-TW
ターゲットロック スコープ,目標鎖定光學,zh-TW
ターミィプナル ヴェロシティー,米普終端速度,zh-TW
ダイアナ,黛安娜,zh-TW
ダミー,訓練假人,zh-TW
ダミー化,鈍化,zh-TW
ダークスター,幽冥煞星,zh-TW
ダークスターの紋章,幽冥煞星徽章,zh-TW
チェイン ベスト,鎖子甲,zh-TW
チャレンジャー,極速快手,zh-TW
チャレンジャーの紋章,極速快手徽章,zh-TW
チャレンジャーモード,極速快手模式,zh-TW
チャージトランスファー,電荷轉移,zh-TW
チョ＝ガス,科加斯,zh-TW
チーム構築,建立團隊,zh-TW
ツイてる気分,鴻運當頭,zh-TW
ツイステッド・フェイト,逆命,zh-TW
ツインガーディアン,雙生守衛,zh-TW
ティーモ,提摩,zh-TW
デスブレード,死神之刃,zh-TW
デッドリアー ブレード,更致命之刃,zh-TW
デュオキュー,雙排,zh-TW
トライフェクタ,三連勝I,zh-TW
トレードセクター,交易之星,zh-TW
ドゥーマー,厄運使者,zh-TW
ドラゴン クロウ,龍之爪,zh-TW
ドローン アップリンク,無人機上鏈,zh-TW
ドーンコア,破曉之核,zh-TW
ナイト エッジ,夜色緣界,zh-TW
ナサス,納瑟斯,zh-TW
ナッシャー トゥース,納什之牙,zh-TW
ナミ,娜米,zh-TW
ナー,吶兒,zh-TW
ヌヌ & ウィルンプ,努努和威朗普,zh-TW
ネガトロン クローク,負極斗篷,zh-TW
ハスラー,私房錢,zh-TW
ハンド オブ ジャスティス,正義手套,zh-TW
バイオ物質保存装置,生物材料保存,zh-TW
バスティオン,堡壘衛士,zh-TW
バスティオンの紋章,堡壘衛士徽章,zh-TW
バフが1つ、バフが2つ,一個Buff，兩個Buff,zh-TW
バロンの巣,巴龍巢穴,zh-TW
バースデー リユニオン,生日團聚,zh-TW
バースデープレゼント,生日禮物,zh-TW
バード,巴德,zh-TW
パイク,派克,zh-TW
パンテオン,潘森,zh-TW
パンドラのアイテム,潘朵拉的道具,zh-TW
パンドラのベンチ,潘朵拉的備戰區,zh-TW
パーティーアニマル,派對咖,zh-TW
ヒーリングオーブ,治療靈球,zh-TW
ビクター,維克特,zh-TW
ビッグバン,大霹靂星系,zh-TW
ファイアセール,跳樓大拍賣,zh-TW
ファクトリー ニュー,再造神兵,zh-TW
フィオラ,菲歐拉,zh-TW
フィズ,飛斯,zh-TW
フィッシュボーン,惡鯊火箭,zh-TW
フェイトウィーバー,命運編織者,zh-TW
フォビドゥン アイドル,禁忌之像,zh-TW
フォーが共にあらんことを,願四之力與你同在,zh-TW
フライパン,平底鍋,zh-TW
フリッカーブレード,閃刃,zh-TW
ブライアー,布蕾爾,zh-TW
ブラッドサースター,嗜血者,zh-TW
ブランブル ベスト,刺藤胸甲,zh-TW
ブリッツクランク,布里茨,zh-TW
ブルワーク,星界壁壘,zh-TW
ブルーバフ,藍Buff,zh-TW
ブローラー,武鬥家,zh-TW
ブローラーの紋章,武鬥家徽章,zh-TW
ブースターパック,強化包,zh-TW
プライモーディアン,遠古霸者,zh-TW
プライモーディアンの紋章,遠古霸者徽章,zh-TW
プリズムチケット,稜鏡票券,zh-TW
プロの殺し屋,契約殺手,zh-TW
プロテクターの誓い,保衛者之誓,zh-TW
プロボクサー,拳擊選手,zh-TW
プローラー クロウ,潛行者之爪,zh-TW
ヘクステック ガンブレード,海克斯科技槍刃,zh-TW
ヘッジファンド,避險基金,zh-TW
ベイガー,維迦,zh-TW
ベストフレンド,一生摯友,zh-TW
ベルト オーバーフロー,腰帶多多,zh-TW
ベル＝ヴェス,貝爾薇斯,zh-TW
ホライゾン フォーカス,視界專注,zh-TW
ボイジャー,星際旅人,zh-TW
ボイジャーの紋章,星際旅人徽章,zh-TW
ボカッ！,一棒入魂！,zh-TW
ボクシングのレッスン,拳擊訓練,zh-TW
ボディーガードの訓練,保鑣訓練,zh-TW
ポッピー,波比,zh-TW
ポータブル フォージ,攜帶型打鐵舖,zh-TW
マイティーロボ,超能機甲,zh-TW
マオカイ,茂凱,zh-TW
マスター・イー,易大師,zh-TW
マックスビルド,頂裝,zh-TW
マルウェア マトリックス,惡意程式矩陣,zh-TW
マーターズ ヴァーチュ,烈士美德,zh-TW
ミィプシー,小米普,zh-TW
ミィプル,米普星人,zh-TW
ミィプルの紋章,米普星人徽章,zh-TW
ミスコネクション,就差你一個,zh-TW
ミス・フォーチュン,好運姐,zh-TW
ミッションの再開,重新開始任務,zh-TW
ミトン,縮小手套,zh-TW
ミニブラックホール,迷你黑洞,zh-TW
ミニマックス,最大最小化,zh-TW
ミリオ,米里歐,zh-TW
ムダニ デカイ ロッド,巨型魔棒,zh-TW
メイスの決意,戰錘意志,zh-TW
メカ,機械戰甲,zh-TW
モルガナ,魔甘娜,zh-TW
モルデカイザー,魔鬥凱薩,zh-TW
モレロノミコン,黑魔禁書,zh-TW
ヤスオのゴールドのマス,犽宿的黃金棋格,zh-TW
ヤスオのスポットライトをシェア,犽宿之共享光采,zh-TW
ヤスオのブレードワーク,犽宿的迅雷之技,zh-TW
ヤスオの恩恵,犽宿的祝福,zh-TW
ライトシールドのクレスト,光盾之紋,zh-TW
ラインナップ,陣容,zh-TW
ラスト ウィスパー,最後耳語,zh-TW
ラッキーグローブ,好運手套,zh-TW
ラバドン デスキャップ,死亡之帽,zh-TW
ラピッド ファイアキャノン,衝擊火炮,zh-TW
ラムス,拉姆斯,zh-TW
ラースト,勒哈斯特,zh-TW
リカーブ ボウ,反曲弓,zh-TW
リサンドラ,麗珊卓,zh-TW
リッチ ベイン,巫妖之禍,zh-TW
リデンプションの魂,靈魂救贖,zh-TW
リフトスカトル,河蟹,zh-TW
リヴェン,雷玟,zh-TW
ルブラン,勒布朗,zh-TW
ルル,露璐,zh-TW
ルーデン テンペスト,盧登驟雨,zh-TW
レイトゲーム スケーリング,大器晚成,zh-TW
レイトゲーム スペシャリスト,專打後期,zh-TW
レオナ,雷歐娜,zh-TW
レク＝サイ,雷珂煞,zh-TW
レッドバフ,紅Buff,zh-TW
レプリケーター,復刻師,zh-TW
レプリケーターモード,復刻師模式,zh-TW
レベルアップ！,升級！,zh-TW
ローグ,神影刺客,zh-TW
ローグの紋章,神影刺客徽章,zh-TW
ローリングデイズ,抽好抽滿I,zh-TW
ワン、ツー、ファイブ！,一、二、五！,zh-TW
ワンド オーバーフロー,魔杖湧流,zh-TW
ワーモグ アーマー,好戰者鎧甲,zh-TW
ヴァルスの執念,法洛士的執念,zh-TW
ヴァルスの恩恵,法洛士的祝福,zh-TW
ヴァンガード,先鋒戰士,zh-TW
ヴァンガードの紋章,先鋒戰士徽章,zh-TW
ヴェックス,薇可絲,zh-TW
ヴォイド ガントレット,虛空武鬥場,zh-TW
ヴォイド スタッフ,虛空之杖,zh-TW
一 二 三,一二三,zh-TW
一个增益，两个增益,一個Buff，兩個Buff,zh-TW
一人前プレート,單人磐核,zh-TW
一击即中,嘟嘟好,zh-TW
一波带走俩,疾速雙殺,zh-TW
一生挚友,一生摯友,zh-TW
一着险棋,高風險高報酬,zh-TW
一致団結,並肩作戰,zh-TW
一致団結,人多好辦事,zh-TW
一，二，三,一二三,zh-TW
一，二，五！,一、二、五！,zh-TW
七彩棱镜入场券,稜鏡票券,zh-TW
三幻神,「三」之軍團,zh-TW
三相庇护,無限守護,zh-TW
三费军团,「三」之軍團,zh-TW
三重奏,三連勝I,zh-TW
三项赛,三連勝I,zh-TW
上方移動,向上流動,zh-TW
上进心,向上流動,zh-TW
不侦察，不变阵,不偵察不換陣容,zh-TW
不完全アセンション,不完全飛昇,zh-TW
不屈,不屈鬥魂,zh-TW
不滅の協定,永恆契約,zh-TW
不计代价,不惜代價,zh-TW
不適合者,怪咖集合,zh-TW
专属定制,量身訂做,zh-TW
专打后期,專打後期,zh-TW
专注火焰,集中火力,zh-TW
两倍价值,價值爆棚,zh-TW
临时战甲,臨時戰甲,zh-TW
主人公補正,主角威能,zh-TW
丽桑卓,麗珊卓,zh-TW
丽珊卓,麗珊卓,zh-TW
乌尔加特,烏爾加特,zh-TW
乐芙兰,勒布朗,zh-TW
乱れる思考,思緒雜亂,zh-TW
亚托克斯,厄薩斯,zh-TW
亚索的共享聚光灯,犽宿之共享光采,zh-TW
亚索的剑艺,犽宿的迅雷之技,zh-TW
亚索的恩赐,犽宿的祝福,zh-TW
亚索的黄金格,犽宿的黃金棋格,zh-TW
人生切片,循序漸進,zh-TW
仕送り,物資箱,zh-TW
仙灵斗士,神鬥士,zh-TW
代价是什么,不惜代價,zh-TW
代償,不惜代價,zh-TW
仲間を作ろう,開局新手包,zh-TW
仿生上行链,模控機械上鏈,zh-TW
仿生植入物,模控機械移植,zh-TW
伊泽瑞尔,伊澤瑞爾,zh-TW
伊罗旖,伊羅旖,zh-TW
伊芙琳的增益,伊芙琳的祝福,zh-TW
伊芙琳的恩赐,伊芙琳的祝福,zh-TW
休眠锻炉,潛在火爐,zh-TW
伸手摘群星,伸手摘星,zh-TW
低调炫耀,營造氣場,zh-TW
佐伊,柔依,zh-TW
侵略者ゼド,影忍煞星：劫,zh-TW
便携锻炉,攜帶型打鐵舖,zh-TW
俄洛伊,伊羅旖,zh-TW
保卫者之誓,保衛者之誓,zh-TW
保镖训练,保鑣訓練,zh-TW
修复型回响,治癒回音,zh-TW
俺だけレベルアップ,獨自升等,zh-TW
假人化,鈍化,zh-TW
做多,長久之計,zh-TW
偵察なし、変更なし,不偵察不換陣容,zh-TW
储蓄账户,儲蓄帳戶,zh-TW
充能转移,電荷轉移,zh-TW
先知,神諭,zh-TW
先見性,超前部署,zh-TW
先锋战士,先鋒戰士,zh-TW
先锋战士徽章,先鋒戰士徽章,zh-TW
光明无赖,聖光無賴,zh-TW
光盾之纹,光盾之紋,zh-TW
光盾徽章,光盾之紋,zh-TW
入侵者 劫,影忍煞星：劫,zh-TW
全力以赴,強力投入,zh-TW
全新出厂,再造神兵,zh-TW
全身全霊,強力投入,zh-TW
共感インプラント,共感植入,zh-TW
关,關,zh-TW
关爱包裹,物資箱,zh-TW
兹若特传送门,虛空之門,zh-TW
内瑟斯,納瑟斯,zh-TW
再起の呪印,復活祝福,zh-TW
冒险举动,高風險高報酬,zh-TW
冕卫,皇冠守衛,zh-TW
军工1号,再造神兵,zh-TW
冲击火炮,衝擊火炮,zh-TW
冲榜战士,攀升之階I,zh-TW
冷酷なるジークの使者,錫柯的悲鳴號角,zh-TW
凋零的遗物,凋零聖物,zh-TW
凯尔的光明崇拜,凱爾的聖光讚頌,zh-TW
凯尔的升腾,凱爾的讚頌,zh-TW
凯尔的圣光升腾,凱爾的聖光讚頌,zh-TW
凯尔的增益,凱爾的祝福,zh-TW
凯尔的崇拜,凱爾的讚頌,zh-TW
